det,MASS,PLURAL,SINGULAR_OR_MASS,TOTAL
the,31,23,445,499
a,12,2,484,498
an,13,2,483,498
this,13,2,484,499
that,9,5,485,499
no,55,22,422,499
any,24,24,451,499
another,9,6,484,499
each,7,5,486,498
some,58,123,318,499
all,51,241,206,498
every,0,39,460,499
these,0,465,34,499
both,62,145,291,498
which,21,31,446,498
those,0,375,125,500
