det,MASS,PLURAL,SINGULAR_OR_MASS,TOTAL
the,12,17,187,216
a,3,2,141,146
this,0,0,21,21
an,0,0,11,11
one,0,0,10,10
every,0,0,10,10
some,1,3,4,8
that,0,0,3,3
each,0,0,3,3
two,0,2,1,3
all,0,1,2,3
another,0,0,2,2
three,0,2,0,2
any,0,0,2,2
five,0,2,0,2
1,0,0,1,1
no,0,0,1,1
four,0,1,0,1
16,0,1,0,1
sixteen,0,1,0,1
