det,MASS,PLURAL,SINGULAR_OR_MASS,TOTAL
the,4093,5592,61121,70806
a,1732,1364,65877,68973
mult,5658,40008,17331,62997
this,1519,946,57463,59928
one,2199,1666,53738,57603
an,1128,396,55437,56961
every,216,1749,54309,56274
some,8835,19385,27014,55234
