det,MASS,PLURAL,SINGULAR_OR_MASS,TOTAL
the,0,0,6,6
a,0,0,6,6
mult,0,4,1,5
this,0,0,5,5
one,0,0,5,5
an,0,0,5,5
every,0,0,5,5
some,0,1,2,3
that,0,0,4,4
each,0,0,4,4
all,0,1,3,4
another,0,0,4,4
any,0,0,4,4
no,0,0,3,3
these,0,3,1,4
what,0,0,3,3
which,0,0,3,3
those,0,3,0,3
both,0,1,2,3
