det,MASS,PLURAL,SINGULAR_OR_MASS,TOTAL
the,2,1,30,33
a,0,0,31,31
this,1,0,28,29
an,0,0,28,28
any,3,1,21,25
that,1,0,23,24
no,2,1,22,25
some,3,4,16,23
each,0,0,24,24
all,2,10,10,22
another,0,0,23,23
every,0,1,21,22
these,0,20,2,22
what,2,1,17,20
those,0,18,1,19
which,1,1,17,19
both,1,7,10,18
either,0,0,17,17
whatever,1,1,13,15
neither,1,0,12,13
his/her,0,0,10,10
whichever,0,2,8,10
