det,MASS,PLURAL,SINGULAR_OR_MASS,TOTAL
the,2041,1891,30875,34807
a,706,239,31866,32811
this,1328,95,28852,30275
an,512,62,28195,28769
any,3626,1468,21885,26979
that,1555,246,23946,25747
no,2177,1136,22208,25521
some,3753,4473,16864,25090
each,239,59,24603,24901
