det,MASS,PLURAL,SINGULAR_OR_MASS,TOTAL
the,40,37,617,694
a,14,4,637,655
this,26,1,577,604
an,10,1,563,574
any,72,29,437,538
that,31,4,478,513
no,43,22,444,509
some,75,89,337,501
each,4,1,492,497
all,47,218,215,480
another,2,5,461,468
every,2,28,426,456
these,3,409,43,455
what,40,31,351,422
those,2,378,33,413
which,26,23,355,404
both,31,146,202,379
either,5,2,352,359
whatever,35,22,278,335
neither,20,1,259,280
